job_id,job_role,industry,country,year,automation_risk_percent,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,wage_volatility_index,ai_disruption_intensity,city,experience_level,education_level,years_experience,years_of_experience,salary_impact,salary_growth_pct,skill_pressure_index,experience_numeric,salary_per_year_exp,custom_risk_score,custom_risk_label
6707,9,4,9,2026,29.73,60.04,142372.0,164685.0,15.67,21.52,29.31,15.2,4,7.6,4.51896,61,2,4,7,5,22313.0,15.672323209619869,46.112,2,27447.5,0.35930390887051245,1
6708,0,5,3,2023,52.51,70.66,34248.0,41517.0,21.22,-1.84,84.79,34.52,2,11.65,18.126452,55,0,3,2,3,7269.0,21.22459705676244,58.1785,1,10379.25,0.6296104413669422,1
6709,1,0,12,2023,39.47,76.11,247762.0,270990.0,9.38,-9.36,16.14,10.94,3,3.91,4.318018,18,1,2,12,14,23228.0,9.375126129107771,57.952,4,18066.0,0.3620470924246951,1
6710,1,3,8,2025,40.47,99.72,225030.0,217498.0,-3.35,7.85,32.15,14.47,4,5.82,5.856009,41,3,0,6,8,-7532.0,-3.34710927431898,73.785,3,24166.444444444445,0.5405732124472783,1
6711,3,1,0,2022,27.03,66.57,69270.0,70417.0,1.66,11.69,31.53,56.72,1,5.5,15.331416,12,0,3,3,2,1147.0,1.6558394687454885,49.50149999999999,1,23472.33333333333,0.5366410946165853,1
6712,1,5,2,2026,80.3,21.0,187889.0,229069.0,21.92,-0.82,61.96,51.25,1,3.94,41.15375,60,3,3,10,8,41180.0,21.917195791132,30.301,3,25452.11111111111,0.3734183520972402,1
6713,9,7,9,2020,86.06,14.93,221297.0,233432.0,5.48,-1.06,74.71,47.2,4,10.24,40.62032,48,3,1,8,5,12135.0,5.483580889031483,28.4525,3,38905.333333333336,0.3799674537544419,1
6714,7,0,12,2024,57.66,80.36,60382.0,70004.0,15.94,-0.53,20.3,68.38,1,3.87,39.427908,0,0,3,1,2,9622.0,15.935212480540558,64.34649999999999,1,23334.666666666668,0.6074789943874331,1
6715,9,4,7,2023,75.65,81.82,308260.0,330925.0,7.35,14.15,55.71,50.94,5,1.6,38.53611,39,1,2,12,14,22665.0,7.352559527671445,68.553,4,22061.666666666668,0.6234997177111354,1
6716,0,2,11,2023,73.85,69.5,220727.0,244933.0,10.97,-2.74,48.21,83.71,2,3.89,61.81983499999999,6,3,4,10,11,24206.0,10.966488014606275,60.5285,3,20411.08333333333,0.6641426721131812,1
6717,6,6,3,2025,64.12,46.78,185231.0,221515.0,19.59,-1.15,30.89,81.0,5,17.46,51.9372,7,1,0,13,12,36284.0,19.588513801685465,45.85,4,17039.615384615383,0.519524426289396,1
6718,3,4,11,2026,13.72,2.75,142677.0,162675.0,14.02,4.18,99.71,99.96,3,9.73,13.714512,6,3,2,7,6,19998.0,14.01627452217246,5.991,3,23239.28571428572,0.562306133970974,1
6719,8,5,4,2021,46.39,92.68,103678.0,120021.0,15.76,-0.25,30.78,43.02,5,4.62,19.956978000000003,29,2,0,5,5,16343.0,15.763228457339068,70.21300000000001,2,20003.5,0.6034007505562752,1
6720,3,1,1,2020,47.28,15.02,82568.0,76859.0,-6.91,7.04,57.09,66.24,3,1.82,31.318272,49,3,2,6,8,-5709.0,-6.914300939831413,19.492,3,8539.888888888889,0.37964199129886084,1
6721,6,0,1,2020,60.35,25.72,91220.0,105338.0,15.48,3.08,90.07,63.82,2,15.27,38.51537,51,3,1,6,6,14118.0,15.476869107651831,31.0785,3,15048.285714285714,0.5308292650526386,1
6722,5,4,6,2025,38.33,75.18,169133.0,203349.0,20.23,24.58,72.97,53.76,2,12.82,20.606207999999995,36,1,2,10,11,34216.0,20.23023301189005,58.456,4,16945.75,0.6687323569459667,2
6723,9,2,11,2023,69.13,66.53,68706.0,69290.0,0.85,-19.54,71.82,74.24,4,2.85,51.322112,30,0,3,1,1,584.0,0.8499985445230402,57.498000000000005,1,34645.0,0.7001560891368602,2
6724,5,3,4,2022,59.34,38.69,192278.0,234079.0,21.74,-6.54,27.36,50.21,2,16.69,29.794614000000003,32,3,2,8,8,41801.0,21.739876636952747,39.52,3,26008.777777777777,0.37722427020025895,1
6725,5,6,2,2020,71.94,72.54,378173.0,448067.0,18.48,-0.54,15.28,5.64,5,14.27,4.057416,13,1,1,14,9,69894.0,18.48201748935011,63.6795,4,44806.7,0.34928763574773336,1
6726,0,7,3,2020,33.23,51.85,256939.0,313732.0,22.1,9.78,54.81,23.98,1,1.4,7.968553999999999,53,1,2,14,10,56793.0,22.103689980890408,40.5585,4,28521.090909090908,0.39993357909069777,1
6727,2,2,10,2020,44.51,49.87,317124.0,308393.0,-2.75,5.13,74.9,45.16,3,7.33,20.100716,58,1,2,15,10,-8731.0,-2.753181720714925,42.417,4,28035.727272727272,0.5223207465710205,1
6728,8,2,1,2020,72.88,12.55,20082.0,24887.0,23.93,8.17,84.29,1.84,5,0.86,1.340992,49,0,4,4,2,4805.0,23.926899711184145,22.862500000000004,1,8295.666666666666,0.23722891966391016,0
6729,9,4,5,2022,92.93,90.97,191399.0,183726.0,-4.01,18.76,42.64,94.68,3,3.92,87.98612400000002,22,3,2,9,7,-7673.0,-4.008902867831075,78.3045,3,22965.75,0.7936103085251237,2
6730,5,2,11,2020,58.94,54.34,58337.0,62943.0,7.89,6.35,79.02,1.87,2,2.41,1.102178,62,0,3,2,3,4606.0,7.895503711195297,47.4705,1,15735.75,0.4176945302381189,1
6731,7,6,4,2024,58.03,59.83,68701.0,61990.0,-9.77,16.27,90.34,37.4,2,14.18,21.70322,32,0,2,1,0,-6711.0,-9.76841676249254,52.6225,1,61990.0,0.6129055826774267,1
6732,1,5,1,2026,63.3,46.75,23986.0,27304.0,13.83,15.94,87.31,34.36,5,14.4,21.74988,11,0,2,1,1,3318.0,13.833069290419411,45.2075,1,13652.0,0.5322440304207765,1
6733,5,6,10,2026,30.08,17.53,155868.0,160096.0,2.71,20.08,28.57,3.15,4,0.15,0.94752,58,2,1,4,3,4228.0,2.712551646264788,17.433,2,40024.0,0.11375909136196076,0
6734,9,3,12,2025,57.65,35.12,129853.0,118672.0,-8.61,3.92,48.08,25.96,2,4.8,14.96594,18,2,1,2,4,-11181.0,-8.610505725705222,35.078,2,23734.4,0.32731559895054957,0
6735,2,6,6,2025,39.85,2.23,73426.0,87101.0,18.62,10.44,92.95,57.77,3,4.6,23.021345,36,2,4,7,5,13675.0,18.6241930651268,10.1095,2,14516.833333333334,0.39699113280860815,1
6736,3,2,13,2025,46.17,12.97,111023.0,134135.0,20.82,18.41,10.58,52.43,4,0.48,24.206931,19,2,2,3,3,23112.0,20.8173081253434,17.7365,2,33533.75,0.20886054930091988,0
6737,1,7,0,2022,35.75,73.86,393448.0,391466.0,-0.5,7.67,18.73,85.09,4,8.09,30.419675,12,1,1,14,11,-1982.0,-0.5037514487302007,56.3725,4,32622.166666666668,0.6162531965062602,1
6738,2,3,14,2020,5.0,93.77,90504.0,88454.0,-2.27,11.89,34.35,50.9,5,10.98,2.545,10,0,3,1,2,-2050.0,-2.265093255546716,63.5975,1,29484.666666666668,0.658550031549932,1
6739,3,3,3,2020,54.67,57.44,31604.0,33580.0,6.25,-1.85,32.9,50.54,4,13.16,27.630218,53,0,1,1,0,1976.0,6.25237311732692,50.244,1,33580.0,0.49146823420012614,1
6740,1,2,9,2025,47.17,96.8,76782.0,85979.0,11.98,-4.49,82.99,88.65,4,8.93,41.816205,61,0,0,2,0,9197.0,11.978067776301735,73.6935,1,85979.0,0.9284978911361298,2
6741,4,2,3,2023,57.53,76.46,71027.0,88108.0,24.05,3.3,86.39,36.65,1,1.84,21.084745,55,2,3,6,5,17081.0,24.04860123614964,61.481,2,14684.666666666666,0.6508850586164523,1
6742,1,6,14,2021,45.43,27.23,265230.0,331081.0,24.83,11.27,52.5,12.61,4,0.12,5.728723,50,3,3,7,8,65851.0,24.827885231685705,26.8035,3,36786.77777777778,0.24385108432134436,0
6743,4,2,0,2024,45.29,24.8,219943.0,201030.0,-8.6,-5.79,87.52,23.71,2,4.87,10.738259,44,3,3,7,8,-18913.0,-8.599046116493819,25.9085,3,22336.666666666668,0.36876888844608285,1
6744,8,4,7,2025,12.07,57.95,82576.0,82580.0,0.01,6.08,40.65,14.46,5,3.52,1.7453220000000005,47,2,2,3,5,4.0,0.0048440224762642,40.6095,2,13763.333333333334,0.37183753445584666,1
6745,5,2,9,2026,26.09,49.34,248200.0,266041.0,7.19,-1.84,46.37,17.65,4,2.99,4.604885,61,3,0,9,9,17841.0,7.18815471394037,37.7375,3,26604.1,0.348922320746571,1
6746,8,5,3,2026,26.44,5.18,43093.0,40051.0,-7.06,-0.07,81.11,68.92,2,11.29,18.222448,7,0,1,0,0,-3042.0,-7.059151138235908,10.3485,1,40051.0,0.4351300189299591,1
6747,0,4,0,2025,36.93,63.98,440137.0,424805.0,-3.48,-1.17,55.08,46.37,5,10.01,17.124441,57,1,4,15,15,-15332.0,-3.483460831513824,50.4745,4,26550.3125,0.5328816711500779,1
6748,1,3,6,2021,52.06,91.95,80816.0,99043.0,22.55,1.27,74.67,26.73,5,15.81,13.915638,14,3,1,7,8,18227.0,22.553702237180755,72.551,3,11004.777777777776,0.6714024774999169,2
6749,0,7,12,2020,22.33,81.14,82088.0,91584.0,11.57,1.22,73.12,58.25,2,0.32,13.007224999999998,18,0,2,0,1,9496.0,11.568073287203976,57.255,1,45792.0,0.7150742253661453,2
6750,8,4,12,2024,59.73,0.15,292218.0,320406.0,9.65,-5.73,88.66,8.35,3,15.3,4.987455,0,1,0,13,15,28188.0,9.646223025275653,14.3385,4,20025.375,0.20608415529208596,0
6751,5,0,11,2021,40.99,50.29,37680.0,37103.0,-1.53,-9.47,11.08,96.81,3,8.79,39.682419,30,0,2,0,0,-577.0,-1.5313163481953291,42.205,1,37103.0,0.5481119856530836,1
6752,0,7,1,2022,49.69,49.9,37592.0,35664.0,-5.13,14.62,87.48,86.16,3,17.47,42.812904,51,2,2,5,4,-1928.0,-5.1287507980421365,44.9935,2,7132.8,0.7174720201919563,2
6753,3,5,1,2026,11.97,24.63,85387.0,100969.0,18.25,12.57,41.23,9.96,4,3.68,1.192212,11,3,0,8,6,15582.0,18.248679541382177,18.9555,3,14424.142857142857,0.20173358573278868,0
6754,3,7,8,2020,79.28,57.19,121558.0,126974.0,4.46,16.7,25.66,72.03,1,6.62,57.105384,59,2,3,6,4,5416.0,4.455486269928758,54.0225,2,25394.8,0.5257812759456676,1
6755,2,5,7,2021,39.87,54.35,48947.0,50852.0,3.89,24.15,85.85,37.92,1,11.11,15.118704,34,0,3,1,2,1905.0,3.8919647782295135,44.968,1,16950.666666666668,0.569160771810966,1
6756,8,5,11,2024,32.11,58.45,75372.0,69850.0,-7.33,11.09,61.96,52.3,5,10.1,16.793529999999997,6,0,0,1,2,-5522.0,-7.326328079392878,45.9295,1,23283.33333333333,0.571166683271894,1
6757,7,0,14,2023,20.62,75.45,121059.0,134834.0,11.38,17.38,15.38,20.39,4,12.69,4.204418,23,2,2,3,3,13775.0,11.378749204933133,55.07000000000001,2,33708.5,0.42192554216067213,1
6758,2,0,11,2025,5.56,62.21,71551.0,67436.0,-5.75,5.62,79.3,3.28,3,8.57,0.1823679999999999,30,0,0,2,0,-4115.0,-5.751142541683555,42.834,1,67436.0,0.47387333532596054,1
6759,5,6,9,2025,54.41,18.38,185630.0,178711.0,-3.73,18.93,43.09,14.25,2,4.29,7.753425,61,3,0,8,9,-6919.0,-3.727307008565426,23.4725,3,17871.1,0.18669589186675964,0
6760,9,1,8,2021,66.62,56.13,234916.0,286985.0,22.16,5.52,85.42,92.15,3,1.53,61.390330000000006,64,1,3,14,11,52069.0,22.164944065112635,50.038,4,23915.416666666668,0.725734781309156,2
6761,5,2,10,2020,51.79,8.45,112757.0,105137.0,-6.76,-2.2,53.58,34.83,3,10.77,18.038457,58,2,4,5,5,-7620.0,-6.7578952969660415,17.466,2,17522.833333333332,0.25332270598784495,0
6762,8,4,2,2021,21.06,2.05,241314.0,253295.0,4.96,1.36,25.48,49.38,1,5.25,10.399428,42,1,1,12,14,11981.0,4.964900503078976,6.332000000000001,4,16886.333333333332,0.17196373418352093,0
6763,8,3,1,2023,39.82,72.76,18302.0,21366.0,16.74,-14.28,18.99,71.6,1,4.97,28.511119999999995,49,0,1,0,0,3064.0,16.741339744290244,56.0035,1,21366.0,0.5848028959516456,1
6764,1,3,5,2022,63.93,35.79,355361.0,341192.0,-3.99,13.12,44.33,1.35,5,6.15,0.8630550000000001,20,1,3,14,16,-14169.0,-3.987213003115142,36.972,4,20070.117647058825,0.21661851150742248,0
6765,4,2,4,2026,48.87,2.79,244388.0,246003.0,0.66,17.16,38.17,99.66,1,0.21,48.703842,29,1,2,14,15,1615.0,0.6608344108548702,11.619,4,15375.1875,0.36741390189631695,1
6766,0,0,9,2025,14.54,88.52,155323.0,183481.0,18.13,15.13,83.08,68.57,5,5.28,9.970078,61,3,3,10,9,28158.0,18.12867379589629,61.238,3,18348.1,0.8007704825479061,2
6767,5,1,10,2026,42.8,17.77,280309.0,261351.0,-6.76,9.69,74.98,91.29,2,7.54,39.07212,25,1,0,11,10,-18958.0,-6.763250555636816,21.2415,4,23759.18181818182,0.526764305403341,1
6768,9,4,0,2023,87.31,89.81,119547.0,108727.0,-9.05,13.26,23.86,90.96,5,9.06,79.417176,44,2,0,5,4,-10820.0,-9.050833563368382,77.1975,2,21745.4,0.7387732058051873,2
6769,6,0,6,2024,10.61,2.15,33071.0,35739.0,8.07,-7.71,78.98,76.86,2,17.8,8.154846,14,0,3,1,3,2668.0,8.067491155392942,6.1895,1,8934.75,0.44442230414134365,1
6770,4,1,7,2025,60.56,41.74,50373.0,53390.0,5.99,16.18,30.42,32.51,1,13.12,19.688056,34,0,3,3,2,3017.0,5.989319675222838,41.211,1,17796.666666666668,0.3479658596526186,1
6771,2,2,7,2025,66.91,16.49,64005.0,71705.0,12.03,0.11,52.36,64.29,2,29.05,43.016439,47,0,3,3,1,7700.0,12.030310132020936,28.458,1,35852.5,0.41755504632858426,1
6772,8,1,8,2021,77.7,87.51,58978.0,63968.0,8.46,1.66,56.0,84.25,5,0.41,65.46225,59,0,0,1,2,4990.0,8.460781986503441,72.483,1,21322.666666666668,0.7836803825844376,2
6773,8,3,7,2023,74.6,30.05,65294.0,78801.0,20.69,10.68,91.97,41.87,4,16.25,31.235019999999995,47,0,2,1,2,13507.0,20.68643366924985,36.89,1,26267.0,0.4923848427484973,1
6774,8,2,7,2021,79.3,18.79,88735.0,105508.0,18.9,13.97,85.37,42.55,3,3.56,33.742149999999995,47,2,1,3,3,16773.0,18.902349692905844,28.6075,2,26377.0,0.40590481883696977,1
6775,3,5,4,2021,69.71,47.19,135125.0,140359.0,3.87,-8.98,40.12,78.71,2,3.87,54.86874099999999,32,3,4,9,8,5234.0,3.873450508788159,45.196,3,15595.444444444443,0.5282654179535716,1
6776,7,6,0,2020,52.33,99.23,78337.0,97043.0,23.88,12.8,47.11,31.3,3,1.61,16.37929,57,0,3,3,2,18706.0,23.878882265085466,75.207,1,32347.666666666668,0.6402975656736741,1
6777,8,4,4,2025,11.05,55.32,48683.0,52354.0,7.54,7.25,72.58,36.04,5,10.73,3.98242,32,0,3,3,1,3671.0,7.540619928927962,39.7775,1,26177.0,0.5336587957889143,1
6778,0,3,3,2025,46.14,2.2,102776.0,127847.0,24.39,-6.13,89.48,22.13,5,2.6,10.210782,53,2,4,6,6,25071.0,24.393827352689343,11.048,2,18263.85714285714,0.2646209026601575,0
6779,0,1,10,2026,38.84,8.92,374825.0,389717.0,3.97,4.8,53.93,9.38,2,4.63,3.643192000000001,56,1,4,14,17,14892.0,3.973054091909558,14.2605,4,21650.944444444445,0.1398492245358839,0
6780,2,6,5,2025,62.47,5.64,288002.0,264356.0,-8.21,-1.28,32.85,59.77,5,12.46,37.338319,20,1,0,13,14,-23646.0,-8.210359650280207,18.029,4,17623.733333333334,0.25231975025738096,0
6781,3,4,9,2021,15.71,62.75,346060.0,389550.0,12.57,0.06,95.25,24.1,4,25.87,3.78611,3,1,0,11,13,43490.0,12.567184881234466,47.81,4,27825.0,0.5849822324067615,1
6782,1,7,4,2026,41.84,64.69,134883.0,124706.0,-7.54,10.38,34.66,38.29,3,9.89,16.020536000000003,43,3,0,9,7,-10177.0,-7.545057568411141,51.9,3,15588.25,0.4708777523164292,1
6783,3,0,7,2021,23.84,66.42,69807.0,81018.0,16.06,17.86,13.16,55.54,1,11.47,13.240736,39,0,2,0,2,11211.0,16.059993983411406,49.6615,1,27006.0,0.49114941383547533,1
6784,9,3,8,2020,67.98,90.13,82978.0,95378.0,14.94,0.04,64.47,98.91,5,1.97,67.239018,64,0,3,3,1,12400.0,14.943720022174553,72.476,1,47689.0,0.8711168675899174,2
6785,9,6,7,2022,41.19,46.12,362415.0,449921.0,24.15,0.51,24.12,40.98,2,14.3,16.879662,47,1,0,15,13,87506.0,24.145247851220287,40.361,4,32137.214285714286,0.35937032977981476,1
6786,3,1,6,2026,20.85,17.78,31830.0,36342.0,14.17,6.08,13.8,17.5,1,4.03,3.64875,17,0,0,0,2,4512.0,14.175306314797362,16.331500000000002,1,12114.0,0.13048387632426683,0
6787,8,3,2,2024,36.6,32.95,79804.0,94326.0,18.2,-6.45,45.82,50.82,4,3.44,18.60012,42,0,4,4,3,14522.0,18.197082852989823,29.253500000000003,1,23581.5,0.3939689814353558,1
6788,1,7,4,2020,64.87,92.4,255397.0,264734.0,3.66,-16.28,12.93,49.79,2,17.55,32.298773000000004,32,1,0,12,14,9337.0,3.655876928859776,75.66650000000001,4,17648.933333333334,0.5764006509249111,1
6789,5,0,14,2022,39.84,81.54,117483.0,115987.0,-1.27,-8.12,71.84,2.24,1,0.88,0.8924160000000002,52,2,4,5,6,-1496.0,-1.2733757224449496,61.101000000000006,2,16569.571428571428,0.5183022815582345,1
6790,7,6,14,2020,38.21,75.69,140310.0,169612.0,20.88,16.43,84.44,71.65,1,3.53,27.377465,40,2,2,4,3,29302.0,20.883757394341103,57.37,2,42403.0,0.7645910132509713,2
6791,3,2,1,2025,67.98,48.64,49076.0,53357.0,8.72,17.71,18.05,85.88,5,6.64,58.381224,51,2,4,7,7,4281.0,8.723204825169125,46.208,2,6669.625,0.5058550031549932,1
6792,4,3,5,2023,37.8,64.65,381620.0,364148.0,-4.58,16.09,17.93,69.66,2,1.67,26.33148,20,1,4,17,14,-17472.0,-4.578376395367119,49.833,4,24276.533333333333,0.5055561090631331,1
6793,1,6,11,2021,67.62,90.05,67180.0,81391.0,21.15,2.59,92.08,3.54,4,7.7,2.3937480000000004,62,0,1,0,1,14211.0,21.153617147960706,73.2115,1,40695.5,0.6349838929294942,1
6794,7,1,13,2021,29.8,25.14,364220.0,343543.0,-5.68,-4.91,48.57,71.81,2,2.53,21.39938,26,1,4,12,15,-20677.0,-5.677063313382022,22.6805,4,21471.4375,0.40955132675766326,1
6795,6,6,2,2025,26.66,99.9,251284.0,278109.0,10.68,6.69,99.2,57.03,5,5.5,15.204198000000002,13,3,1,7,5,26825.0,10.67517231499021,71.092,3,46351.5,0.8664474776659693,2
6796,1,6,8,2025,44.15,84.42,95072.0,86601.0,-8.91,10.77,38.99,34.33,3,1.77,15.156695,59,2,0,4,3,-8471.0,-8.91008919555705,63.968500000000006,2,21650.25,0.5581481850486532,1
6797,0,5,12,2023,32.4,57.98,133900.0,129372.0,-3.38,-0.71,10.27,94.69,3,15.49,30.679559999999995,54,2,3,6,6,-4528.0,-3.381628080657207,46.4905,2,18481.714285714286,0.5716183454551492,1
6798,1,2,3,2026,75.01,42.2,106747.0,109234.0,2.33,12.98,34.42,59.48,5,6.26,44.615948,55,2,0,3,4,2487.0,2.329807863452837,43.371,2,21846.8,0.43720235130018925,1
6799,0,6,0,2026,47.24,59.56,52989.0,55039.0,3.87,10.11,60.41,62.27,4,19.09,29.416348000000003,33,0,4,3,4,2050.0,3.868727471739418,51.0255,1,11007.8,0.6132775397695194,1
6800,8,4,3,2023,31.8,62.2,155605.0,175992.0,13.1,-5.36,50.57,12.99,4,7.8,4.13082,7,3,0,7,7,20387.0,13.101764082131035,47.96,3,21999.0,0.4147720102288201,1
6801,5,7,10,2023,32.13,31.93,62591.0,69983.0,11.81,4.52,63.62,23.48,3,6.66,7.544124,25,0,2,1,2,7392.0,11.810004633253982,28.1795,1,23327.666666666668,0.3519909667563349,1
6802,7,4,0,2026,12.37,35.64,239919.0,273509.0,14.0,8.29,15.25,23.49,1,11.89,2.9057129999999995,57,1,0,11,15,33590.0,14.000558521834453,27.4235,4,17094.3125,0.2218059845239281,0
6803,4,0,5,2022,49.69,81.34,126506.0,144752.0,14.42,15.75,29.22,59.52,1,19.07,29.575488,37,2,4,6,5,18246.0,14.423031318672631,65.6695,2,24125.33333333333,0.6205240609743946,1
6804,7,7,9,2023,34.56,88.77,112002.0,117416.0,4.83,-1.78,94.94,44.48,4,7.14,15.372288,61,2,2,4,5,5414.0,4.833842252816914,65.6835,2,19569.33333333333,0.7638803095214373,2
6805,4,1,8,2020,66.38,87.32,181824.0,165306.0,-9.08,6.78,96.76,45.2,5,18.75,30.003760000000003,59,3,4,11,10,-16518.0,-9.08460929250264,72.84649999999999,3,15027.818181818182,0.7698249809039885,2
6806,4,5,11,2024,44.59,38.64,124542.0,133913.0,7.52,0.1,74.25,42.94,1,1.03,19.146946,62,2,3,5,6,9371.0,7.524369289075171,34.188500000000005,2,19130.42857142857,0.4606090797383017,1
6807,2,0,10,2023,18.15,88.15,115189.0,137142.0,19.06,-6.94,65.07,56.04,4,12.43,10.171259999999998,25,2,0,4,4,21953.0,19.05824340865881,62.792,2,27428.4,0.7290491846833382,2
6808,4,3,11,2026,37.38,62.07,81856.0,80363.0,-1.82,1.0,32.45,78.75,2,14.92,29.436750000000004,6,2,3,5,5,-1493.0,-1.8239347146207976,50.0595,2,13393.833333333334,0.5978612467204676,1
6809,3,6,8,2022,43.56,4.59,192220.0,174941.0,-8.99,2.44,22.93,43.39,1,23.9,18.900684,38,3,3,8,7,-17279.0,-8.989179065653937,15.2805,3,21867.625,0.19582876689581877,0
6810,2,0,7,2022,5.08,86.33,151187.0,180279.0,19.24,10.36,38.99,44.38,1,6.06,2.2545040000000003,34,3,4,10,10,29092.0,19.24239517947972,58.0395,3,16389.0,0.5921556906114045,1
6811,5,7,5,2020,56.06,55.15,59717.0,59459.0,-0.43,3.98,55.85,19.97,2,13.1,11.195182,22,0,2,1,2,-258.0,-0.4320377781871159,49.0245,1,19819.666666666668,0.4362060376606557,1
6812,2,0,12,2025,28.94,13.5,99662.0,100382.0,0.72,8.87,13.93,63.31,3,0.99,18.321914000000003,18,2,4,6,6,720.0,0.7224418534647108,14.7115,2,14340.285714285714,0.25105775298063837,0
6813,6,3,1,2025,13.3,4.84,40665.0,50569.0,24.36,11.69,40.77,89.71,2,4.43,11.93143,49,2,3,6,4,9904.0,24.3550965203492,6.4705,2,10113.8,0.3783334993856065,1
6814,0,6,5,2024,56.56,6.83,208225.0,250535.0,20.32,-4.32,35.94,0.77,5,14.77,0.435512,37,3,4,8,10,42310.0,20.319366070356583,17.967000000000002,3,22775.90909090909,0.08115970907641723,0
6815,1,1,10,2025,76.99,52.06,100278.0,124417.0,24.07,19.04,66.77,8.99,3,14.33,6.921401,56,2,1,4,2,24139.0,24.072079618660126,51.3865,2,41472.333333333336,0.41602072332370227,1
6816,1,0,13,2025,43.64,64.61,256771.0,258823.0,0.8,8.14,94.9,41.64,1,9.8,18.171696,26,1,2,15,12,2052.0,0.7991556678908444,52.194500000000005,4,19909.46153846154,0.6315964265550795,1
6817,4,1,6,2021,18.86,32.94,154871.0,181023.0,16.89,0.52,47.56,80.29,3,3.66,15.142694,36,1,3,13,12,26152.0,16.886311833719677,25.732,4,13924.846153846154,0.4787751984324666,1
6818,1,0,2,2026,86.2,6.82,298786.0,363201.0,21.56,0.31,68.16,44.73,1,2.02,38.55726,60,1,0,13,13,64415.0,21.558908382588207,21.976000000000003,4,25942.92857142857,0.28979442728570953,0
6819,2,2,10,2026,39.57,81.87,102627.0,97390.0,-5.1,6.21,50.76,60.84,2,5.46,24.074388000000003,25,2,1,4,3,-5237.0,-5.102945618599394,61.9485,2,24347.5,0.6705057952243365,2
6820,6,0,5,2025,60.03,28.31,255622.0,268869.0,5.18,7.26,44.23,47.66,4,5.92,28.610298,8,1,2,11,11,13247.0,5.182261307712169,31.2955,4,22405.75,0.3450300554614592,1
6821,0,1,6,2025,34.67,55.16,114470.0,125526.0,9.66,4.57,59.7,59.22,5,7.58,20.531574,17,3,2,6,8,11056.0,9.65842578841618,43.925,3,13947.333333333334,0.5575437547740029,1
6822,3,3,5,2020,72.19,69.21,62497.0,58005.0,-7.19,4.38,72.46,33.98,2,0.73,24.530162,16,0,2,2,0,-4492.0,-7.187545002160103,59.53399999999999,1,58005.0,0.5797881172993258,1
6823,2,1,7,2024,70.0,56.57,358950.0,432720.0,20.55,-22.37,88.58,0.63,5,14.23,0.441,39,1,0,15,15,73770.0,20.55160885917259,52.905,4,27045.0,0.44113446913088245,1
6824,7,4,13,2022,34.6,15.93,200712.0,220200.0,9.71,22.32,39.72,88.22,3,23.56,30.524120000000003,26,3,0,9,8,19488.0,9.709434413487983,20.8085,3,24466.666666666668,0.4396001461260004,1
6825,3,6,8,2020,31.08,18.67,205574.0,246042.0,19.69,-20.55,78.82,44.88,5,9.31,13.948704,59,3,2,7,9,40468.0,19.685368772315563,19.748,3,24604.2,0.3913652817907077,1
6826,8,2,10,2026,29.51,38.12,434448.0,402274.0,-7.41,13.77,28.04,67.09,2,0.78,19.798259,25,1,1,11,12,-32174.0,-7.405719441682319,30.797,4,30944.153846153848,0.40333432964697286,1
6827,0,4,8,2025,66.22,59.95,394476.0,357170.0,-9.46,14.68,61.43,65.77,3,7.26,43.552894,41,1,2,10,11,-37306.0,-9.45710258672264,53.3005,4,29764.166666666668,0.5997608847265119,1
6828,4,0,12,2020,21.8,93.11,375668.0,422351.0,12.43,17.43,23.57,35.73,3,5.51,7.78914,54,1,0,15,15,46683.0,12.426663969249445,65.708,4,26396.9375,0.5432898276377403,1
6829,6,7,9,2022,60.84,79.59,164428.0,201516.0,22.56,6.89,90.41,71.17,4,6.25,43.299828000000005,48,3,3,7,8,37088.0,22.555769090422555,64.839,3,22390.666666666668,0.790641293879313,2
6830,9,2,11,2025,38.95,22.71,197514.0,201967.0,2.25,10.44,67.47,45.78,2,4.85,17.831310000000002,62,3,3,10,9,4453.0,2.254523729963445,23.279,3,20196.7,0.3770582179270034,1
6831,9,4,9,2025,68.68,80.84,72137.0,76083.0,5.47,8.16,66.44,4.22,3,12.12,2.898296,3,0,0,1,0,3946.0,5.4701470812481805,68.10000000000001,1,76083.0,0.5341635946996115,1
6832,6,1,0,2021,23.13,40.25,271669.0,325885.0,19.96,8.73,71.07,46.34,4,8.79,10.718442,12,1,2,14,12,54216.0,19.956638409240657,32.107,4,25068.07692307692,0.46929029258410543,1
6833,4,0,8,2020,56.12,77.51,217927.0,230569.0,5.8,-2.22,20.9,46.2,4,3.41,25.92744,59,3,2,8,9,12642.0,5.801025113914292,62.117,3,23056.9,0.5076018730696423,1
6834,7,0,9,2024,16.15,47.06,74334.0,86200.0,15.96,10.17,89.15,50.05,4,9.42,8.083075,3,0,0,2,2,11866.0,15.963085532865176,35.232,1,28733.33333333333,0.5820729965793232,1
6835,7,2,2,2025,14.3,19.09,252002.0,234848.0,-6.81,15.84,53.01,22.64,2,5.63,3.23752,60,1,1,11,10,-17154.0,-6.807088832628312,16.113,4,21349.81818181818,0.2440038524127395,0
